,date,flyer,lead,headline,body,url
22,"
Martes 15 de diciembre",ACTUALIDAD ,"La medida, que fue sancionada en febrero y promulgada en marzo, finalmente fue reglamentada en la mañana de este martes mediante el Decreto 991/2020 publicado en el Boletín Oficial. Regirá a partir del 31 de enero.",El Gobierno reglamentó la ley de góndolas ,"Fue reglamentada este martes, mediante el  Decreto 991/2020 publicado en el Boletín Oficial, la Ley de Góndolas. A través de dicha iniciativa, el Gobierno busca beneficiar tanto a las Pymes como a las denominadas ""microempresas"" al determinar que el 50 % del espacio de exhibición de un mismo producto quede reservado para empresas de origen nacional de estas características. Además, a un mismo proveedor un comercio podrá otorgarle como máximo un 30 % del espacio destinado a dicho producto, que deberá compartir con al menos 5 proveedores más.Otro punto establecido en la ley es la prohibición a los supermercados de la venta o alquiler de espacios preferenciales en los locales físicos o en sus sitios en la web. Además, los productos de menor valor, que en la mayoría de los casos quedan relegados a los peores lugares, de ahora en mas tiene que estar colocados a “una altura equidistante entre el primer y último estante” de la góndola y en “en la primera visualización de productos de la categoría en cuestión” en las plataformas online.Te puede interesar: Se aprobó la ley de góndolas: ningún beneficio para el pueblo trabajadorVale aclarar que nueve meses pasaron desde que la ley fue promulgada y hasta su promulgación ahora. Nueve meses en el que la crisis social y económica se profundizó tanto que hoy la pobreza alcanza el 44 % de la población, esto es unos 20 millones de argentinos.La ley comenzará regir una vez que finalice el programa de Precios Máximos, cuyo vencimiento está previsto para el 31 de enero del 2021. Ley de góndolas - Boletín Oficial by La Izquierda Diario on Scribd",https://www.laizquierdadiario.com/Economia/El-Gobierno-reglamento-la-ley-de-gondolas
23,"
Lunes 14 de diciembre",JUBILACIONES,"El 14 y 18 de diciembre de 2017 fueron reprimidas las masivas manifestaciones que enfrentaban el ajuste a las jubilaciones. Una vez más, el Congreso se dispone a votar un cambio en la fórmula de movilidad que implicará un ""ahorro"" de 1% del PBI. Macristas y peronistas eligen ajustar a los jubilados para pagar la deuda.","A 3 años de la reforma previsional macrista, el Gobierno va por un nuevo saqueo a los jubilados","La semana pasada el Frente de Todos consiguió en el Senado la media sanción para cambiar la Ley de Movilidad Jubilatoria, suspendida durante 2020. Con 41 votos a favor y 26 en contra, el proyecto oficial que desengancha el reajuste de haberes de la inflación, llegará a Diputados el próximo martes 22.El Gobierno propone un nuevo cambio en el cálculo de la movilidad que comenzará a regirse por un índice que combina en partes iguales la variación salarial y la recaudación de Anses. Tal como sostuvieron muchos especialistas, con este proyecto se pone un techo a los incrementos (no pueden superar el 3% de la recaudación de Anses) pero no tiene piso, es decir, no protege frente a la inflación. Incluso funcionarios del Frente de Todos, como Claudio Lozano que esta al frente del Banco Nación dijo que le parecía ""insólito"" que en una economía inflacionaria como la de Argentina no se incluya en una fórmula de movilidad de jubilaciones y prestaciones sociales la cuestión central: un piso equivalente al aumento de la inflación”.Ante esta realidad una pregunta necesaria es ¿por qué lo hacen? ¿Por qué justo ahora? Sencillamente porque necesitan enviar señales al FMI y aumentar los recursos para garantizar los pagos de la deuda. Sólo en 2020, suspender la movilidad que regía por ley y aplicar aumentos por decreto le permitió al Gobierno “ahorrar” casi $100.000 millones, según estimó la Fundación IERAL.Este año las jubilaciones subirán entre 24,3 % y 35,3 %, mientras que con la movilidad suspendida, hubiesen percibido 42,1 %, que justo en 2020 iba a permitir que los haberes le ganen a la inflación.Podés leer: Jubilaciones y ajuste: tres claves de la movilidad previsionalSe cumplieron 3 años desde el último cambio de la movilidad jubilatoria impulsado por el macrismo. Las masivas jornadas de los días 14 y 18 de diciembre expresaban el tajante rechazo de una gran parte de los trabajadores y estudiantes que participaron. Incluyendo cacerolazos espontáneos por la noche del 14, tras la  brutal represión.La bronca expresada en las calles, era medida en encuestas que sostuvieron que 7 de cada 10 argentinos rechazaban el ataque a los jubilados.La fórmula macrista constaba de un índice compuesto por la variación de los salarios (30%) y la inflación (70%).Retomemos la misma pregunta que hicimos al principio ¿por qué lo hacían? Para ahorrarse hasta $ 100.000 millones en gastos de jubilaciones y pensiones, y teniendo en cuenta los 4,3 millones de Asignaciones Familiares y las 3,8 millones de AUH.Te puede interesar: Informe especial: ¿cuánto pierden los jubilados y las AUH con la nueva ley previsional?La situación actual del sistema previsional es crítica, y no precisamente por aquello que le atribuyen que es un déficit creciente como si fuese autogenerado o responsabilidad de los mismos trabajadores y jubilados, que aportaron todo una vida y a cambio les devuelven jubilaciones miserables.El haber mínimo constituye el 63 % de las jubilaciones y es de $ 19.035, apenas un 36 % de la Canasta del Jubilado que estima la Defensoría de la Tercera Edad.Podés leer: Eugenio Semino: ""Les dan a los jubilados un aumento que equivale a una galletita""No sólo eso, este deterioro en el poder de compra de los haberes es permanente. Ya en 2011 las jubilaciones mínimas cubrían el 60% de las necesidades mínimas de un jubilado. En diciembre de 2015, con una fórmula similar a la que propone el Gobierno,  solo llegaban al 50% de lo que necesitaban mensualmente. Es decir, cambian las fórmulas, pero los haberes son insuficientes para garantizar una vida digna.En la actualidad el 85 % de las jubilaciones no cubren la Canasta del Jubilado que se ubica cerca de $ 50.000.La fórmula de movilidad previsional que comenzó a regir desde 2008, para la actualización automática de las jubilaciones, pensiones, asignaciones familiares y por hijo, fue utilizada por cada Gobierno para su beneficio.Ajustan a los jubilados para aumentar la caja del Estado y destinar los recursos a financiar sus prioridades como el pago de la deuda. Mientras a los jubilados empobrecidos les imponen recortes que no se recuperaron. Bajo el macrismo se consolidó una pérdida de 20 puntos porcentuales. Sólo en 2020 con los aumentos por decreto todas las categorías perderán frente a la inflación calculada para este año en 37%. Y no se pueden descartar subas mayores en los meses de noviembre y diciembre, debido a la aceleración de octubre.A contramano de quienes pretenden enmascarar el fin de esta medida, el periodista Diego Genoud señalaba en un artículo la coincidencia que se da con “la media sanción del aborto legal en Diputados y la aprobación del ajuste sobre los jubilados en el Senado a través de un nuevo cálculo, que según Ecolatina, generará un ahorro del 1% del PBI para el Estado en 2021”.Frente a la crisis económica y social, los jubilados no pueden seguir siendo una variable de ajuste. El Frente de Izquierda propone sobre la base del no pago de la deuda con el FMI, una salida para evitar el constante saqueo de las jubilaciones:* Recomposición Inmediata de los ingresos perdidos durante el gobierno de Macri y el primer año del Frente de Todos.*Que la jubilación sea igual al 82 % móvil del mejor salario en actividad para jubiladas/os y pensionadas/os. Y que la mínima no pueda estar por debajo de la Canasta de los Jubilados.*Para que los fondos alcancen hay que restituir las contribuciones patronales al 33 %, aplicar verdaderos impuestos progresivos a las grandes fortunas y el no pago de la fraudulenta deuda externa.Te puede interesar:  Jubilaciones: ¿por qué se plantea ahora una nueva fórmula de movilidad?",https://www.laizquierdadiario.com/Economia/A-3-anos-de-la-reforma-previsional-macrista-el-Gobierno-va-por-un-nuevo-saqueo-a-los-jubilados
24,"
Lunes 14 de diciembre",ENDEUDAMIENTO,"Será debido a un canje hecho a medida de los fondos de inversión Pimco y Templeton por 750 millones de dólares. Para los jubilados no hay fondos, pero sí para los lobos de Wall Street.",Crece la deuda externa: el Gobierno entregará bonos que cotizan al 16 % de tasa de interés,"Las negociaciones con el FMI se mantienen en secreto, pero el Gobierno sigue dando señales claras sobre su política económica. Mientras los diputados del Frente de Todos se preparan para aprobar la nueva fórmula que garantizará el ajuste a los jubilados, Martín Guzmán volverá a canjear, este martes, bonos de deuda en pesos por otros en dólares en favor de los fondos de inversión. La licitación será por US$ 750 millones con bonos que en el mercado cotizan a una tasa de interés del 16%.Los Estados con las economías más grandes emitieron deuda a niveles nunca vistos, bajando la tasa de interés a valores cercanos al 0 %. En ese contexto entregar bonos con tasas del 16% en dólares es un gran negocio para los acreedores. La licitación está hecha a medida de dos lobos de Wall Street, Pimco y Templeton, quienes habían hecho ganancias millonarias con la bicicleta financiera del macrismo y no llegaron a retirar parte de sus fondos antes del restablecimiento del cepo.Guzmán dijo en el Senado que se endeuda a tasas entre 5 y el 7%, al hacer las cuentas tomando el dólar oficial, pero hace meses que esa cotización no es la utilizada para las operaciones financieras. Por más bonos en pesos que logre obtener en la licitación, el problema central que afecta a la economía es la falta de dólares y aumentar la deuda en esta moneda sólo empeora la situación.Te puede interesar: En pandemia casi el 50 % de los hogares sufrieron pérdida de ingresosEs la segunda licitación de este tipo, la primera fue a principios de noviembre, y es parte de un festival de bonos que el Gobierno viene vendiendo en los últimos meses con el objetivo de contener la cotización del dólar paralelo. Por ahora viene obteniendo un éxito relativo en evitar una corrida aún mayor, pero al costo de aumentar una deuda que cargan una y otra vez sobre las espaldas de los trabajadores.La pobreza supera el 40% y la jubilación mínima que cobran casi tres de cada cuatro jubilados está en $19.000 ¿Cuánto más pretende ajustar el Gobierno a las familias trabajadoras? Los fondos de inversión y el FMI sólo buscan saquear los recursos del país mediante el cobro de una deuda ilegal, ilegítima y fraudulenta, en lugar de aumentarla todavía más el Estado debería declarar el desconocimiento soberano, de la deuda externa, para destinar esos fondos a garantizar un ingreso dignos para los abuelos y abuelas.También podes leer: ¿Un ajuste “por las buenas” de la mano del FMI?",https://www.laizquierdadiario.com/Economia/Crece-la-deuda-externa-el-Gobierno-entregara-bonos-que-cotizan-al-16-de-tasa-de-interes
25,"
Lunes 14 de diciembre",INFORME INDEC,"El Indec publicó un estudio sobre el impacto del Covid entre los meses de agosto y octubre, en el Gran Buenos Aires. El 49,3% de los hogares registró una reducción en sus ingresos respecto a la situación previa a la pandemia.",En pandemia casi el 50 % de los hogares sufrieron pérdida de ingresos,"Este lunes el Indec presentó los resultados del Estudio sobre el impacto de la COVID-19 en los hogares del Gran Buenos Aires, realizado entre los meses de agosto, septiembre y octubre.#DatoINDECImpacto #COVID-19: el 40,3% de los hogares consultados en el Gran Buenos Aires enfrentó problemas laborales (despido, suspensión, disminución de ingresos) durante la pandemia de la #COVID-19 https://t.co/TXRuKQnbdE pic.twitter.com/K2zMNnIKCW— INDEC Argentina (@INDECArgentina) December 14, 2020Según resume el informe del Indec: • El 30,4% de los jefes y jefas de hogar con empleo (que trabajaron la semana anterior a ser encuestados) desarrolló sus tareas laborales desde su vivienda.• El 49,3% de los hogares manifestó haber tenido una caída en el monto total de sus ingresos respecto a la situación previa a la pandemia. En los hogares con jefe o jefa de hogar con menores niveles de instrucción, la proporción que experimentó una reducción en sus ingresos fue mayor (57,1%). La pérdida de ingresos alcanzó al 57,3% de los hogares con al menos un niño, niña o adolescente.• El 26,8% de los hogares tenía algún miembro que, además de recibir alguna prestación del sistema de protección social vigente, accedió a alguna de las prestaciones específicas correspondientes a las políticas implementadas a raíz de la pandemia.• Un 21,2% de los hogares que no estaban alcanzados por prestaciones sociales previas a la pandemia tuvo acceso a alguno de los beneficios derivados de las nuevas medidas.• Un 33,8% de los hogares relevados declaró que se vio en la necesidad de reducir al menos un alimento (carne vacuna, otras carnes, verduras frescas o leche) por razones económicas. Entre los hogares de la Ciudad Autónoma de Buenos Aires, el porcentaje de quienes debieron reducir el consumo de al menos uno de estos alimentos alcanza al 21,2%, en tanto que para los que residen en el conurbano bonaerense, es del 38,0%.• El resultado del estudio muestra que el 45,8% de los hogares redujo el consumo de productos no alimentarios.• El 28,6% de los hogares dejó de pagar o tuvo problemas para cubrir los costos de los servicios de la vivienda. Mientras esta situación afectó al 14,7% de los hogares relevados en la CABA) el impacto es de más del doble en el conurbano bonaerense: 33,3%.• Los hogares en donde algún integrante manifestó dificultades para acceder a medicamentos alcanzaron el 4,6%, y aquellos que tuvieron inconvenientes para realizar una consulta médica fueron el 8,6%.• El 65,5% de los hogares encuestados debió incrementar el tiempo dedicado a tareas domésticas. Aquellos hogares con presencia de menores los hicieron en mayor proporción (72,5%) respecto del resto de los hogares (60,5%).• En el 64,1% de los hogares que aumentaron la dedicación, las tareas del hogar fueron realizadas por las mujeres de manera exclusiva o con mayor dedicación (sin considerar los hogares unipersonales). Le siguieron los hogares donde esas tareas las realizan solo, o con mayor dedicación, los hombres, que representaron un 20,1%. En tanto, en el 15,1% de los hogares se afirmó que hubo una distribución equitativa de las tareas entre mujeres y varones del hogar. El 0,7% restante, corresponde a hogares en donde las tareas son realizadas por servicio doméstico o personas que no forman parte del hogar.• En el 66,1% de los hogares con presencia de menores en edad escolar, se incrementó el tiempo dedicado a tareas de apoyo escolarLos resultados muestran que el impacto de la pandemia empeoró la situación de los hogares en el Gran Buenos Aires. Los sectores más pobres fueron los más golpeados, las tomas de tierras expresaron un punto álgido de este deterioro social, que sigue sin resolverse. Además, la encuesta sostuvo que casi el 50% de los hogares percibía el IFE, ATP o algún bono. De cara a 2021 estas prestaciones fueron eliminadas del Presupuesto nacional, mientras sigue la incertidumbre respecto a un posible rebrote de coronavirus. Bajo el régimen del FMI el ajuste se profundizará, empeorando la crítica situación que viven millones de familias trabajadoras.Podés leer: Lo que deja el año de la peste",https://www.laizquierdadiario.com/Economia/En-pandemia-casi-el-50-de-los-hogares-sufrieron-perdida-de-ingresos
26,"
Lunes 14 de diciembre",TUCUMÁN,La brecha de ingresos entre ricos y pobres aumentó en el segundo trimestre. El decil más rico recibió 16 veces más que el decil más pobre.,El 70 % de los hogares en Tucumán no llega a cubrir la Canasta de Consumos Mínimos,"Durante el segundo trimestre del año, la desigualdad de ingresos aumentó y se ubica en un pico máximo respecto de los últimos años. La brecha de ingresos escaló a 16 veces, es decir, que el 10% más rico recibió ingresos 16 veces superiores que el 10% más pobre. Este dato es apenas un aproximativo de la desigualdad.Los datos surgen del último informe de Distribución del Ingreso que publicó la Dirección de Estadísticas de la Provincia (DEP) de Tucumán en base a la información relevada por el Indec.El mismo informe arroja que el 10% de los hogares más pobres recibieron apenas el 2,1% de los ingresos totales, mientras que el 10% más rico recibió el 33,3% de los ingresos.Casi el 50% de los hogares percibe ingresos inferiores a la Canasta Básica Total familiar que el Indec calculaba en $ 37.795 en junio de este año y que usa como parámetro para medir el umbral de la pobreza.Sin embargo la metodología oficial ha sido cuestionada por los técnicos de la Junta Interna de ATE-Indec, que elabora desde hace varios años una ""Canasta de Consumos Mínimos"" alternativa y que en mayo estaba calculada en $ 59.334 para el NOA. Con este parámetro el resultado es que el 70% de los hogares en Tucumán no llega a cubrir esa canasta.",https://www.laizquierdadiario.com/Economia/El-70-de-los-hogares-en-Tucuman-no-llega-a-cubrir-la-Canasta-de-Consumos-Minimos
27,"
Lunes 14 de diciembre",EL CÍRCULO ROJO,"El impulso del Gobierno al agronegocio, la megaminería y el fracking en Vaca Muerta. Columna de economía de El Círculo Rojo, un programa de La Izquierda Diario que se emite por Radio Con Vos, 89.9.",El peronismo extractivista,Foto: Télam.,https://www.laizquierdadiario.com/Economia/El-peronismo-extractivista
28,"
Viernes 11 de diciembre",PANORAMA ECONÓMICO,"Las negociaciones con el Fondo siguen, hay incertidumbre sobre la fecha en que se concretará el acuerdo. Ante la falta de dólares Guzmán se reunió con el Consejo Agroindustrial y también con el “miserable” Paolo Rocca. La salida devaluatoria sigue en la agenda del establishment.",¿Un ajuste “por las buenas” de la mano del FMI?,"Una semana movida en el Congreso Nacional tras la aprobación en Diputados de la legalización del aborto. Mientras se logró esta conquista por la movilización y años de lucha de las mujeres, el plan de ajuste del Gobierno avanza. El jueves el Senado aprobó la nueva fórmula de movilidad previsional que significa un nuevo saqueo sobre los adultos mayores y las negociaciones con el FMI continúan.Este viernes finalizó la visita de funcionarios de la Secretaría de Finanzas junto al Director por el Cono Sur ante el FMI, Sergio Chodos en Washington.  No hubo definiciones concretas solo señalaron que fueron encuentros “fluidos y constructivos” y adelantaron que “se conversó también respecto del programa financiero 2021 en un marco de coincidencias”.Economistas sugirieron que el Gobierno avance con un ajuste “por las buenas”, que sería cerrar un acuerdo con el FMI, obtener fondos del organismo y recortar aún más el gasto. El interrogante es cuándo se concretará el acuerdo, se calculaba para marzo, pero podría demorarse. En caso de no lograrse se impondría la salida devaluatoria con las consecuencias que se conocen: más recesión, inflación y más pobreza.El problema que persiste en la economía es la falta de dólares. Las minidevaluaciones del Banco Central subieron en noviembre. La tasa de ajuste del tipo de cambio oficial aumentó al 3,8 % al calor de la suba de la inflación.Te puede interesar: El FMI ya tiene quien le escriba su manual de zonceras en ArgentinaUn ajuste es un ajuste, aunque el oficialismo y sus voceros se nieguen a llamarlo así. Un escenario intermedio donde el Gobierno logre evitar una devaluación brusca no significa que las mayorías populares mejoren sus condiciones de vida actuales. En el mejor de los casos se evitaría un golpe mayor. Pero la situación ya es crítica, la desocupación supera el 13 %, el poder adquisitivo de los salarios cayó en lo que va del año, y la pobreza alcanza al 44,2 % y la pobreza infantil afecta al 64,1 %, según publicó el Observatorio Social de la Universidad Católica Argentina (UCA).Te puede interesar: El primer año de Alberto: balance y perspectivasUn ajuste “por las buenas” sería aceptar las exigencias del FMI como parece que Fernández y Guzmán ya vienen haciendo. Así, lo demuestra el Presupuesto 2021, que incluye un recorte de casi el 10 % en términos reales del gasto primario, o el cambio en las jubilaciones, y los próximos aumentos de tarifas de los servicios públicos. El déficit primario pautado en el Presupuesto 2021 es del 4,5 %, aunque el Fondo exige como máximo un 3 %. Es decir, reducir aún más el gasto. Acá no termina la receta del Fondo, un acuerdo de Facilidades Extendidas como solicitó el ministro Guzmán incluye también reformas estructurales como la laboral y previsional. Es una salida de mayor ataque al pueblo trabajador.El ministro de Economía Martín Guzmán a la caza de dólares se reunió esta semana con representantes del Consejo Agroindustrial Argentino (CAA) para acordar un proyecto de ley de Fomento al Desarrollo Agroindustrial. La propuesta se presentaría a comienzos del 2021 junto a un programa plurianual para la estabilización económica sostenida.Los agroexportadores insisten con obtener una reducción sostenida de los derechos de exportación. El Gobierno cedió a una rebaja del impuesto a la soja hasta fin de año, pero en plena negociación con el Fondo, sería difícil que el organismo avale que esta medida se extienda. También se negocian beneficios en el impuesto a las Ganancias y desgravaciones que solicitó el Consejo Agroindustrial, según publicó Letra P.Te puede interesar: Una “ganga"": de anunciar la expropiación de Vicentin a bajar las retenciones a la sojaGuzmán busca conceder más beneficios al sector que mantiene sus dólares sin liquidar. Según datos de la Cámara de la Industria Aceitera de la República Argentina (CIARA) y el Centro de Exportadores de Cereales (CEC), en el acumulado de enero a noviembre del año la liquidación de divisas de las empresas agroexportadoras fue de U$S 18.584 millones, un 12 % menos que en el mismo período de 2019. El monto liquidado este año (acumulado hasta noviembre) es el menor desde 2016. El ministro les habla con el corazón y las agroexportadoras le responden con el bolsillo.También el ministro estuvo este jueves con el CEO de Techint, Paolo Rocca,  en el cierre del encuentro anual Propymes, un evento organizado por dicha empresa.Te puede interesar: Plan Gas 4: para las petroleras no hay ajuste, las premian con más subsidiosEl empresario describió que “fue un año durísimo para nuestras empresas, pero pasamos lo peor y estamos saliendo de la crisis”. Rocca solicitó el “equilibrio de las cuentas públicas” con recorte del gasto y no con más impuestos. También elogió al Gobierno por el plan Gas, un programa que garantiza subsidios millonarios y libre acceso a dólares para las empresas, entre las beneficiadas está Tecpetrol (grupo Techint). El “miserable” pide reducción del gasto público, pero no de los subsidios que lo benefician.Guzmán respondió que el Estado no “está en condiciones de una reducción de ingresos fiscales”. Sin embargo, el ministro confirmó el sendero de ajuste al señalar que “las cuentas hay que ponerlas en orden y no es un momento para generar más déficit”.Las patronales presionarán al Gobierno por más concesiones. A un año del mandato de Alberto Fernández se puede afirmar que los lobos de Wall Street, los grandes empresarios y los bancos fueron los privilegiados de estos meses a pesar de la crisis.La única salida no es el ajuste. Los trabajadores y los sectores populares debemos movilizarnos para imponer nuestra salida con medidas como el desconocimiento soberano de la deuda, nacionalizar los bancos y conformar una banca estatal única para atacar las maniobras de los especuladores, e imponer un monopolio estatal del comercio exterior, que hoy está en manos privadas. De esta manera se podrá salir del círculo vicioso de la decadencia y el atraso del capitalismo dependiente argentino.Te puede interesar: Tesis sobre la situación política nacional – noviembre 2020",https://www.laizquierdadiario.com/Economia/Un-ajuste-por-las-buenas-de-la-mano-del-FMI
29,"
Viernes 11 de diciembre",CONGRESO NACIONAL,"Tras la aprobación en el Senado de la nueva fórmula para actualizar los haberes de los adultos mayores, el proyecto se tratará en Diputados. Este año las jubilaciones subirán entre 24,3 % y 35,3 %, mientras que con la movilidad hubiesen percibido 42,1 %. Pierden las jubiladas y los jubilados.",Jubilaciones y ajuste: tres claves de la movilidad previsional,"El jueves pasado, en medio del debate en la Cámara de Diputados por el aborto legal, el Senado dio media sanción a la nueva fórmula de movilidad jubilatoria.Se espera que la semana próxima comience el debate del proyecto en Diputados en comisiones, aunque no hay fecha confirmada aún.La nueva fórmula convalida la pérdida de las jubilaciones de los últimos años y representa un ajuste sobre los adultos mayores. La propuesta oficial se conoció en la misma semana que llegó la misión del FMI para renegociar un acuerdo. Un saqueo a los jubilados a medida de las exigencias del Fondo.Te puede interesar: Audiencia pública: organizaciones y especialistas denunciaron el ajuste contra los jubiladosEl Gobierno suspendió la movilidad previsional a fines de 2019 a través de la ley de Solidaridad y las jubilaciones se actualizaron este año por decreto. Los incrementos por decreto fueron menores a lo que hubiesen sido por la ley de movilidad.Los aumentos acumulados de las jubilaciones establecidos por decreto van a estar entre 24,3 % y 35,3 %, mientras que con la movilidad sumaban 42,1 %.Por ejemplo, la mínima recibe casi $ 1.000 menos, y de ahí para arriba los haberes llegan a ser hasta $ 18.300 menos por mes.Este saqueo a las jubiladas y jubilados significó un “ahorro fiscal” de $ 98.700 millones, según calculó la Fundación IERAL.La nueva fórmula de movilidad es parecida a la aplicada durante los años 2008 a 2017, y combina en un 50 % la recaudación de la Anses y en otro 50 % la variación salarial, surgida ésta última de la más alta entre las medidas por el Indec y por el Ministerio de Trabajo (índice RIPTE).El proyecto de ley fue modificado por el bloque de senadores del Frente de Todos. Se estableció que los aumentos previsionales sean trimestrales, en vez de semestrales y que el incremento del 5 % de diciembre no fuera a cuenta de la suba que se otorgará en marzo próximo. Estos cambios cosméticos no modifican de fondo el proyecto que no ata los haberes a la inflación, y se convalida la pérdida de los últimos años.Los abogados de la Comisión de Seguridad Social de la Asociación de Abogados y Abogadas de Buenos Aires (AABA) sobre la fórmula propuesta, advierten que los jubilados y pensionados ""no tienen asegurado participar ni de la mejora de los salarios ni de la mejora del crecimiento de la Anses"".Para estimar el aumento de diciembre se observará la suba que haya tenido en un año la recaudación de recursos totales que van a la Anses incrementado en un 3 %: ese valor no podrá ser mayor al reajuste acumulado en el año por los haberes. Federico Percovich, quien preside la comisión de AABA especializada en temas previsionales, explicó al diario La Nación que la cláusula, que actúa como un techo “le da a la fórmula una tendencia a la baja y parece tener un propósito de ajuste"".La nueva fórmula de movilidad previsional no recupera el poder adquisitivo perdido. Para que el poder adquisitivo del haber mínimo vuelva al nivel de noviembre de 2015, debería ser de al menos $ 24.000. Es decir, un 26 % más del nivel que tendrá en diciembre.Los adultos mayores que trabajaron toda su vida cobran haberes que no les permite llegar a fin de mes. Más de la mitad de los jubilados y jubiladas cobra el haber mínimo, a partir de diciembre, la jubilación mínima es de $ 19.035 mensuales, mientras que la canasta del jubilado es 3 veces más, de $ 49.000, según estima la Defensoría de la Tercera Edad.La semana pasada se realizó una Audiencia pública en la que organizaciones y especialistas denunciaron el ajuste contra los jubilados que significará esta nueva fórmula, y convocaron a movilizar a todos los sindicatos cuando se trate la ley.Te puede interesar: Jubilaciones: ¿por qué se plantea ahora una nueva fórmula de movilidad?",https://www.laizquierdadiario.com/Economia/Jubilaciones-y-ajuste-tres-claves-de-la-movilidad-previsional
30,"
Viernes 11 de diciembre",COMUNICADO DE LAS CÁMARAS EMPRESARIAS ,"El Foro de Convergencia Empresarial señaló que “la plena vigencia de la República se garantiza cuando se asegura la división de poderes, la libertad de prensa, y un Poder Judicial independiente”. Defienden el carácter antidemocrático y reaccionario de la Corte Suprema.",Los grandes empresarios apoyaron a la Corte Suprema tras las críticas de Cristina Kirchner,"El Foro de Convergencia Empresarial, que reúne más de 60 cámaras empresarias y 25 organizaciones no gubernamentales, defendió a la Corte Suprema de Justicia y aseguró a través de un comunicado que es ""un pilar fundamental del régimen republicano"".La respuesta patronal llega luego de que la expresidenta Cristina Kirchner publicó un balance de este último año centrado en denunciar un ataque a la Corte Suprema de Justicia, en función de la persecución política (lawfare) ejercida por esta y el conjunto de la casta judicial. El balance de la vicepresidenta omite que las condiciones de vida del pueblo trabajador empeoraron este año y las medidas de ajuste que aplicó su Gobierno para cumplir con las exigencias del FMI.El comunicado de las patronales señala que ""el Poder Judicial es un pilar fundamental del régimen republicano y cumple un rol central como garante de los derechos establecidos en nuestra Constitución Nacional"".""El respeto a la ley y a la dignidad de la Justicia y en particular a la de la Corte Suprema de Justicia de la Nación y sus autoridades, es la base de la convivencia civilizada y un requisito indispensable para asegurar la institucionalidad que haga posible que la Argentina retome el camino del desarrollo, de modo de generar empleos, ingresos y reducir la pobreza"", finaliza el comunicado.El Foro de Convergencia Empresarial reúne a más de 60 cámaras empresarias y 25 organizaciones no gubernamentales (ONG). Entre ellas se encuentran la Asociación Cristiana de Dirigentes de Empresa (ACDE), la Asociación de Bancos de Argentina (ABA), la Asociación Empresas Exportadoras de Servicios (Argencon), la Cámara de Comercio de los EEUU en la Argentina (Amcham), la Cámara Argentina de Comercio y Servicios, la Cámara Argentina de Empresarios Mineros (CAEM), la Cámara de Importadores (CIRA), Consorcios Regionales de Experimentación Agrícola (Aacrea), el Instituto para el Desarrollo Empresarial de la Argentina (IDEA), el Instituto Argentino de Ejecutivos de Finanzas (IAEF), la Unión Industrial de Córdoba (UIC), la Asociación Conciencia, el Colegio de Abogados de la Ciudad de Buenos Aires, el Colegio de Escribanos de la Ciudad de Buenos Aires y Sera Justicia, entre otros.El comunicado empresarial defiende una casta judicial que tiene un carácter clasista con varios privilegios como cargos vitalicios, ingresos elevados, entre otros. El mismo Poder Judicial que protege a los grandes empresarios mientras persigue a los sectores más empobrecidos, como se observa con la criminalización de la pobreza y criminalización de la protesta.Te puede interesar: Cristina contra la Corte: una carta para esconder su responsabilidad en la crisis que vive el país",https://www.laizquierdadiario.com/Economia/Los-grandes-empresarios-apoyaron-a-la-Corte-Suprema-tras-las-criticas-de-Cristina-Kirchner
31,"
Viernes 11 de diciembre",GOLPE AL BOLSILLO,"El ministro de Transporte, Mario Meoni, en declaraciones en la Casa Rosada, sostuvo que “esperamos terminar de analizarlo en el transcurso del mes de diciembre, para aplicarlo en los primeros meses del año próximo”. Un nuevo ataque al bolsillo.",Tarifazo: el Gobierno subirá las tarifas del transporte a comienzos de 2021,"Un nuevo golpe al bolsillo se concretará a inicios del año próximo. El ministro de Transporte, Mario Meoni, en declaraciones en la Casa Rosada, confirmó un aumento de las tarifas del transporte. “Esperamos terminar de analizarlo en el transcurso del mes de diciembre, para aplicarlo en los primeros meses del año próximo”, afirmó Meoni cuando conversó con los periodistas de la firma de cuatro acuerdos con China para la reactivación de tres líneas ferroviarias de carga.El ministro explicó que “desde marzo de 2019 que no hay ajustes tarifarios en el área metropolitana, hay un retroceso importante en ese sentido. Claro que se da en el marco de que hay miles y miles de personas en el área metropolitana que han perdido el empleo, que no tuvieron aumento salarial, por lo tanto tenemos que lograr una combinación muy ajustada entre cuánto se aumenta para sostener el sistema y cuánto es el impacto sobre el salario de los trabajadores”.Meoni aclaró que “nosotros esperamos terminar de analizarlo en el transcurso del mes de diciembre, para aplicarlo en los primeros meses del año próximo, naturalmente de la mano del Ministerio de Economía, ya que todos los aumentos tarifarios tienen impacto inflacionario”.Un nuevo tarifazo que se suma a los aumentos que se esperan de luz y gas. Este incremento representa un nuevo golpe al poder adquisitivo de los salarios que caerán este año.Te puede interesar: El primer año de Alberto: balance y perspectivas",https://www.laizquierdadiario.com/Economia/Tarifazo-el-Gobierno-subira-las-tarifas-del-transporte-a-comienzos-de-2021
